cntr_01,dist_x,pang_x,ra_01,dec_01,vfid_01,objname_01,name,band,ra,dec,raerr,decerr,flux,snr,stn,strn,fwhmxfit,fwhmyfit,flag_elong,edgeflag,obsid
4642,1.124184,81.281521,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL160A_J122546.8+123944,red,186.445140,12.662147,0.000014,0.000014,8613.096,23.250,13.925,979.308,25.162,12.106,0.481129,f,1342233038
4642,1.351654,-56.660943,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL160A_J122546.6+123944,red,186.444502,12.662306,0.000027,0.000026,8687.857,23.211,13.207,991.735,25.608,12.033,0.469899,f,1342222450
4642,20.739885,92.475091,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL160A_J122548.1+123943,red,186.450723,12.661851,0.000051,0.000049,7270.983,17.725,9.804,861.350,24.787,null,0.000000,f,1342222450
4642,23.274986,95.026254,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL070A_J122548.3+123942,blue,186.451424,12.661533,0.000034,0.000033,2873.533,2.647,null,1292.943,20.821,7.893,0.379090,f,1342222450
4642,23.610571,96.941896,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL100A_J122548.3+123941,green,186.451496,12.661307,0.000028,0.000027,5202.947,20.037,13.666,939.480,22.360,null,0.000000,f,1342199776
4642,23.679756,83.734251,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL100A_J122548.3+123946,green,186.451525,12.662818,0.000036,0.000035,6701.735,18.152,null,1088.464,23.125,null,0.000000,f,1342198147
4642,24.480094,95.320516,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL100A_J122548.4+123941,green,186.451763,12.661469,0.000043,0.000042,5348.264,19.084,15.362,1029.595,23.147,null,0.000000,f,1342198147
4642,25.710297,96.034243,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL070A_J122548.5+123941,blue,186.452103,12.661349,0.000019,0.000019,3031.715,2.727,null,1294.702,19.246,7.978,0.414526,f,1342233038
4642,25.999806,-88.064131,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL160A_J122544.9+123944,red,186.437426,12.662344,0.000025,0.000024,5877.855,16.997,11.587,793.032,25.612,null,0.000000,f,1342233038
4642,26.723731,-87.330722,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL100A_J122544.9+123945,green,186.437223,12.662445,0.000086,0.000084,5191.695,16.652,14.506,1255.303,25.524,null,0.000000,f,1342187265
4642,28.181380,-87.589150,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL160A_J122544.8+123945,red,186.436807,12.662429,0.000046,0.000045,7729.068,21.110,10.505,785.824,26.758,null,0.000000,f,1342222450
4642,30.609965,-86.366175,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL070A_J122544.6+123945,blue,186.436126,12.662639,0.000031,0.000031,2649.546,1.393,null,2059.380,16.932,7.245,0.427908,f,1342222450
4670,18.708875,-27.666729,1.8673567200E+02,1.2592283000E+01,VFID4669,[KHL2017]UCD23,HPESL100A_J122655.9+123549,green,186.733199,12.596886,0.000503,0.000490,1.041,3.493,2.991,37.867,26.569,null,0.000000,f,1342199776
4684,13.960058,-32.246234,1.8684532200E+02,1.2549759000E+01,VFID4683,[KHL2017]UCD24,HPESL100A_J122722.3+123311,green,186.843202,12.553039,0.000470,0.000459,43.038,3.046,1.782,46.551,42.408,null,0.000000,f,1342199776
4710,3.534048,163.687308,1.8428859450E+02,1.2453906100E+01,VFID4709,IC3099,HPESL160A_J121709.3+122711,red,184.288877,12.452964,0.000190,0.000186,373.726,14.199,10.460,43.925,35.794,13.533,0.378081,f,1342198147
4710,3.863548,168.850194,1.8428859450E+02,1.2453906100E+01,VFID4709,IC3099,HPESL100A_J121709.3+122710,green,184.288807,12.452853,0.000435,0.000425,245.408,21.364,11.073,45.646,29.013,15.028,0.517985,f,1342198147
4711,18.163731,-45.329998,1.8734799600E+02,1.2450743000E+01,VFID4710,PGC041156,HPESL100A_J122922.6+122715,green,187.344321,12.454290,0.000372,0.000363,76.004,6.462,4.157,37.484,29.917,null,0.000000,f,1342199776
4724,16.927636,-62.201477,1.8770636400E+02,1.2390519400E+01,VFID4723,NGC4486,HPESL070A_J123048.5+122334,blue,187.702105,12.392712,0.000067,0.000066,259.902,23.930,9.479,27.970,19.651,5.831,0.296710,f,1342224344
4725,3.114356,1.489728,1.8439042800E+02,1.2387797200E+01,VFID4724,IC3105,HPESL100A_J121733.7+122319,green,184.390451,12.388662,0.000452,0.000442,112.947,9.508,5.685,38.355,22.431,null,0.000000,f,1342198147
4728,29.981007,-86.518715,1.8783029100E+02,1.2375540000E+01,VFID4727,[KHL2017]M87UCD-1,HPESL100A_J123117.2+122234,green,187.821781,12.376046,0.000497,0.000485,62.017,7.469,3.294,33.887,40.436,null,0.000000,f,1342199776
4732,5.271330,115.843027,1.9118931600E+02,1.2351694100E+01,VFID4731,IC3718,HPESL160A_J124445.7+122104,red,191.190665,12.351056,0.000396,0.000386,197.510,4.799,2.032,59.448,30.885,16.580,0.536837,f,1342258452
4732,24.239738,53.523524,1.9118931600E+02,1.2351694100E+01,VFID4731,IC3718,HPESL100A_J124446.7+122121,green,191.194859,12.355697,0.000375,0.000366,86.143,3.446,3.167,62.139,17.190,null,0.000000,f,1342258452
4738,6.062528,-3.593757,1.8801832985E+02,1.2341714770E+01,VFID4737,null,HPESL100A_J123204.3+122036,green,188.018222,12.343395,0.000336,0.000328,17.465,3.513,2.975,47.759,40.384,null,0.000000,f,1342199776
4745,18.868580,-120.811922,1.8785520900E+02,1.2325490000E+01,VFID4744,[KHL2017]M87UCD-32,HPESL100A_J123124.1+121922,green,187.850601,12.322805,0.000467,0.000456,10.066,6.672,4.436,40.550,24.833,11.627,0.468190,f,1342199776
4760,2.272793,92.637546,1.8774052050E+02,1.2270464600E+01,VFID4759,NGC4486A,HPESL100A_J123057.8+121614,green,187.741166,12.270436,0.000231,0.000225,76.186,10.430,8.127,46.386,28.420,12.622,0.444130,f,1342199776
4766,28.721403,66.607110,1.8424279950E+02,1.2263495900E+01,VFID4765,PGC039370,HPESL100A_J121700.0+121600,green,184.250293,12.266663,0.000486,0.000476,36.554,5.139,2.973,29.309,25.169,null,0.000000,f,1342198147
4768,5.659086,147.959357,1.8638773950E+02,1.2260467600E+01,VFID4767,IC3311,HPESL100A_J122533.2+121533,green,186.388593,12.259135,0.000509,0.000497,256.565,8.489,5.631,123.805,22.255,null,0.000000,f,1342187265
4768,12.961507,126.748987,1.8638773950E+02,1.2260467600E+01,VFID4767,IC3311,HPESL100A_J122533.7+121530,green,186.390692,12.258313,0.000388,0.000379,180.165,10.190,6.779,67.483,30.303,null,0.000000,f,1342199776
4779,0.949634,25.922114,1.8600608400E+02,1.2204645100E+01,VFID4778,NGC4351,HPESL160A_J122401.4+121218,red,186.006202,12.204882,0.000190,0.000186,1123.247,12.780,9.899,125.157,28.475,17.291,0.607256,f,1342187265
4779,2.637852,72.729658,1.8600608400E+02,1.2204645100E+01,VFID4778,NGC4351,HPESL100A_J122401.6+121218,green,186.006800,12.204863,0.000086,0.000084,985.125,53.588,28.004,67.169,22.455,14.800,0.659076,f,1342199776
4779,3.009112,71.783782,1.8600608400E+02,1.2204645100E+01,VFID4778,NGC4351,HPESL160A_J122401.6+121218,red,186.006896,12.204906,0.000054,0.000053,1218.926,23.042,14.618,86.404,26.444,16.482,0.623268,f,1342233040
4779,3.278626,69.964807,1.8600608400E+02,1.2204645100E+01,VFID4778,NGC4351,HPESL070A_J122401.6+121218,blue,186.006959,12.204957,0.000045,0.000044,601.751,40.866,13.752,63.155,11.971,8.062,0.673460,f,1342233040
4793,3.465484,37.767962,1.8564942450E+02,1.2157915900E+01,VFID4792,PGC040100,HPESL160A_J122236.0+120931,red,185.650028,12.158677,0.000595,0.000582,124.347,2.592,3.010,75.001,51.318,null,0.000000,f,1342187265
4809,17.839386,39.594686,1.8703582800E+02,1.2093294300E+01,VFID4808,IC0794,HPESL160A_J122809.3+120550,red,187.039058,12.097113,0.000639,0.000625,58.862,3.146,1.972,31.092,67.538,null,0.000000,f,1342199776
4811,2.369139,112.207518,1.9298010900E+02,1.2083162600E+01,VFID4810,NGC4746,HPESL100A_J125155.3+120458,green,192.980732,12.082914,0.000015,0.000014,6599.059,27.076,null,690.199,29.257,8.897,0.304082,f,1342258587
4811,2.715657,115.291031,1.9298010900E+02,1.2083162600E+01,VFID4810,NGC4746,HPESL160A_J125155.3+120458,red,192.980806,12.082840,0.000047,0.000046,7522.988,28.272,22.184,658.303,38.419,12.319,0.320647,f,1342258587
4817,1.575171,19.776807,1.6676401950E+02,1.2060107600E+01,VFID4816,UGC06169,HPESL160A_J110703.4+120338,red,166.764171,12.060519,0.000109,0.000107,873.070,19.311,8.739,77.172,30.485,14.157,0.464398,f,1342255559
4830,11.416187,65.242198,1.8791053950E+02,1.1989960000E+01,VFID4829,[KHL2017]M87UCD-25,HPESL100A_J123139.2+115929,green,187.913483,11.991288,0.000465,0.000455,37.850,5.872,3.484,35.136,25.812,null,0.000000,f,1342199776
4854,6.859518,21.082077,1.9030121400E+02,1.1886468900E+01,VFID4853,NGC4607,HPESL100A_J124112.4+115318,green,190.301914,11.888247,0.000008,0.000008,4982.667,45.060,15.091,364.483,14.217,6.986,0.491416,f,1342258460
4854,7.160414,19.348214,1.9030121400E+02,1.1886468900E+01,VFID4853,NGC4607,HPESL160A_J124112.4+115318,red,190.301887,11.888346,0.000025,0.000025,5706.258,40.109,18.933,344.583,27.290,11.828,0.433438,f,1342258460
4856,22.565943,-157.421539,1.8374419950E+02,1.1864199600E+01,VFID4855,PGC039144,HPESL100A_J121458.0+115130,green,183.741740,11.858412,0.000351,0.000344,71.470,7.865,5.241,36.401,23.447,null,0.000000,f,1342198147
4862,1.045470,-0.063600,1.8943137900E+02,1.1818134900E+01,VFID4861,NGC4579,HPESL160A_J123743.5+114906,red,189.431379,11.818425,0.000013,0.000013,2611.083,40.480,11.018,148.399,24.298,13.734,0.565224,t,1342212664
4862,37.735324,-19.507756,1.8943137900E+02,1.1818134900E+01,VFID4861,NGC4579,HPESL100A_J123742.6+114941,green,189.427803,11.828015,0.000301,0.000296,428.364,5.958,1.750,289.969,46.935,16.431,0.350070,f,1342199776
4862,38.123470,-18.484047,1.8943137900E+02,1.1818134900E+01,VFID4861,NGC4579,HPESL160A_J123742.7+114941,red,189.427949,11.828178,0.000077,0.000075,559.738,3.515,1.120,316.904,37.166,18.281,0.491884,t,1342212664
4866,0.949550,147.593820,1.8566049900E+02,1.1800981500E+01,VFID4865,NGC4313,HPESL100A_J122238.5+114803,green,185.660643,11.800759,0.000214,0.000210,2681.976,44.485,28.707,229.697,32.297,12.275,0.380056,f,1342187265
4866,1.103402,120.673131,1.8566049900E+02,1.1800981500E+01,VFID4865,NGC4313,HPESL100A_J122238.5+114803,green,185.660768,11.800825,0.000100,0.000098,2648.672,52.794,36.828,181.859,32.090,13.309,0.414739,f,1342199776
4866,2.112901,130.498838,1.8566049900E+02,1.1800981500E+01,VFID4865,NGC4313,HPESL160A_J122238.6+114802,red,185.660955,11.800600,0.000035,0.000034,3891.270,30.898,26.784,282.875,35.568,12.749,0.358431,f,1342233042
4866,2.275236,112.747458,1.8566049900E+02,1.1800981500E+01,VFID4865,NGC4313,HPESL160A_J122238.6+114803,red,185.661094,11.800737,0.000208,0.000203,3696.162,12.724,24.981,314.373,35.657,13.802,0.387071,f,1342187265
4866,2.884104,168.509459,1.8566049900E+02,1.1800981500E+01,VFID4865,NGC4313,HPESL160A_J122238.5+114801,red,185.660662,11.800196,0.000065,0.000064,3702.116,14.017,19.371,285.663,36.898,14.549,0.394308,f,1342199776
4866,10.373280,137.400986,1.8566049900E+02,1.1800981500E+01,VFID4865,NGC4313,HPESL070A_J122239.0+114756,blue,185.662491,11.798860,0.000036,0.000035,965.911,7.056,null,324.104,12.168,null,0.000000,f,1342233042
4887,2.766913,-179.190026,1.6099041750E+02,1.1703684600E+01,VFID4886,NGC3351,HPESL070A_J104357.7+114210,blue,160.990406,11.702916,0.000010,0.000010,16945.344,370.804,31.501,172.985,13.023,null,0.000000,f,1342210456
4887,4.588233,13.464769,1.6099041750E+02,1.1703684600E+01,VFID4886,NGC3351,HPESL100A_J104357.7+114218,green,160.990721,11.704924,0.000006,0.000006,22677.153,457.665,26.855,176.685,20.336,null,0.000000,f,1342210457
4887,6.125946,9.659001,1.6099041750E+02,1.1703684600E+01,VFID4886,NGC3351,HPESL070A_J104357.7+114219,blue,160.990709,11.705362,0.000009,0.000009,16749.720,193.818,33.169,268.332,17.066,null,0.000000,f,1342210456
4917,6.184074,168.996207,1.8532426500E+02,1.1510619500E+01,VFID4916,NGC4294,HPESL160A_J122117.9+113032,red,185.324600,11.508933,0.000155,0.000152,2375.931,10.138,8.762,245.330,31.318,null,0.000000,f,1342199776
4917,6.729388,161.456451,1.8532426500E+02,1.1510619500E+01,VFID4916,NGC4294,HPESL160A_J122117.9+113032,red,185.324872,11.508847,0.000375,0.000367,2317.526,9.361,7.874,263.853,30.410,null,0.000000,f,1342187265
4917,9.583779,165.798060,1.8532426500E+02,1.1510619500E+01,VFID4916,NGC4294,HPESL100A_J122117.9+113029,green,185.324932,11.508039,0.000138,0.000136,2077.472,22.276,13.023,316.246,32.889,21.048,0.639966,f,1342199776
4917,9.921190,166.702142,1.8532426500E+02,1.1510619500E+01,VFID4916,NGC4294,HPESL100A_J122117.9+113029,green,185.324912,11.507938,0.000277,0.000272,2095.315,21.149,12.657,345.771,32.376,18.571,0.573608,f,1342187265
4917,13.842364,-22.343221,1.8532426500E+02,1.1510619500E+01,VFID4916,NGC4294,HPESL100A_J122117.4+113051,green,185.322773,11.514176,0.000174,0.000170,2040.646,19.018,11.412,330.482,29.979,null,0.000000,f,1342199776
4917,14.798947,-23.393590,1.8532426500E+02,1.1510619500E+01,VFID4916,NGC4294,HPESL100A_J122117.4+113052,green,185.322599,11.514392,0.000229,0.000224,1873.493,17.028,16.263,372.798,26.236,null,0.000000,f,1342187265
4918,18.266467,119.302373,1.8541899900E+02,1.1502844500E+01,VFID4917,NGC4299,HPESL160A_J122141.6+113001,red,185.423514,11.500361,0.000490,0.000481,1802.516,8.582,8.014,212.625,63.669,null,0.000000,f,1342187265
4918,23.677273,165.301726,1.8541899900E+02,1.1502844500E+01,VFID4917,NGC4299,HPESL100A_J122140.9+112947,green,185.420702,11.496483,0.000150,0.000147,1638.095,20.090,17.192,290.642,37.348,null,0.000000,f,1342187265
4918,24.334801,166.720661,1.8541899900E+02,1.1502844500E+01,VFID4917,NGC4299,HPESL100A_J122140.9+112947,green,185.420583,11.496266,0.000083,0.000081,1617.412,19.560,15.539,295.821,35.562,null,0.000000,f,1342199776
4933,24.922375,86.991814,1.9072541680E+02,1.1438234692E+01,VFID4932,null,HPESL100A_J124255.7+112619,green,190.732470,11.438598,0.000373,0.000366,98.604,3.512,3.382,73.210,23.055,null,0.000000,f,1342258456
4945,2.649671,81.578741,1.8582114000E+02,1.1367839500E+01,VFID4944,NGC4330,HPESL160A_J122317.2+112205,red,185.821883,11.367947,0.000065,0.000063,2228.878,12.185,13.783,221.146,37.371,14.963,0.400400,f,1342199776
4945,2.745092,60.210050,1.8582114000E+02,1.1367839500E+01,VFID4944,NGC4330,HPESL100A_J122317.2+112206,green,185.821815,11.368218,0.000050,0.000049,1358.596,34.101,24.799,159.090,29.665,11.875,0.400298,f,1342199776
4945,2.814635,54.414342,1.8582114000E+02,1.1367839500E+01,VFID4944,NGC4330,HPESL100A_J122317.2+112206,green,185.821789,11.368294,0.000146,0.000143,1400.860,28.799,19.966,198.580,30.480,12.094,0.396795,f,1342187265
4945,3.458438,61.389204,1.8582114000E+02,1.1367839500E+01,VFID4944,NGC4330,HPESL160A_J122317.2+112206,red,185.822000,11.368300,0.000149,0.000146,2086.167,11.428,11.556,223.006,41.202,14.650,0.355576,f,1342187265
4945,32.062022,-121.613696,1.8582114000E+02,1.1367839500E+01,VFID4944,NGC4330,HPESL100A_J122315.2+112147,green,185.813404,11.363171,0.000373,0.000365,608.504,13.366,10.183,170.007,22.348,null,0.000000,f,1342187265
4950,0.768918,6.039693,1.7110857450E+02,1.1342144100E+01,VFID4949,NGC3666,HPESL100A_J112426.0+112032,green,171.108597,11.342357,0.000022,0.000022,3718.790,25.496,null,381.884,23.446,9.334,0.398084,f,1342255551
4950,2.071515,64.429115,1.7110857450E+02,1.1342144100E+01,VFID4949,NGC3666,HPESL160A_J112426.1+112033,red,171.109104,11.342392,0.000049,0.000048,4762.826,26.380,15.482,392.106,39.177,14.677,0.374646,f,1342255551
4962,0.189999,-124.478585,1.8913643400E+02,1.1257957300E+01,VFID4961,NGC4567,HPESL160A_J123632.7+111529,red,189.136390,11.257927,0.000014,0.000013,2801.007,16.722,2.335,398.603,31.032,18.219,0.587098,t,1342201174
4962,0.783371,-158.169858,1.8913643400E+02,1.1257957300E+01,VFID4961,NGC4567,HPESL100A_J123632.7+111528,green,189.136351,11.257755,0.000043,0.000043,2524.079,33.254,4.503,289.410,31.541,17.955,0.569244,f,1342199776
4962,0.797687,79.529157,1.8913643400E+02,1.1257957300E+01,VFID4961,NGC4567,HPESL160A_J123632.8+111529,red,189.136656,11.257998,0.000068,0.000067,2778.022,7.633,2.373,386.824,30.481,18.542,0.608321,f,1342199776
4962,1.293117,13.787832,1.8913643400E+02,1.1257957300E+01,VFID4961,NGC4567,HPESL100A_J123632.7+111530,green,189.136521,11.258306,0.000108,0.000106,2610.638,32.651,4.517,305.929,30.153,17.586,0.583206,f,1342187265
4962,2.113923,-19.830332,1.8913643400E+02,1.1257957300E+01,VFID4961,NGC4567,HPESL160A_J123632.7+111531,red,189.136231,11.258510,0.000123,0.000120,2818.249,7.712,2.440,387.994,31.071,18.742,0.603196,f,1342187265
4962,18.029428,34.859007,1.8913643400E+02,1.1257957300E+01,VFID4961,NGC4567,HPESL070A_J123633.4+111543,blue,189.139353,11.262067,0.000057,0.000056,1371.286,3.310,null,577.212,17.079,null,0.000000,f,1342201174
4962,33.803199,-90.807203,1.8913643400E+02,1.1257957300E+01,VFID4961,NGC4567,HPESL100A_J123630.4+111528,green,189.126861,11.257825,0.000041,0.000040,1977.648,7.928,null,457.965,23.787,11.668,0.490536,f,1342201176
4962,34.844133,-91.028905,1.8913643400E+02,1.1257957300E+01,VFID4961,NGC4567,HPESL070A_J123630.3+111528,blue,189.126567,11.257783,0.000062,0.000061,840.516,3.135,null,383.183,14.724,7.334,0.498104,f,1342201174
4963,28.978491,-163.468347,1.8914284050E+02,1.1238901200E+01,VFID4962,NGC4568,HPESL100A_J123633.7+111352,green,189.140505,11.231184,0.000010,0.000010,7087.805,3.745,null,4180.373,24.115,14.174,0.587785,f,1342201176
4963,30.082405,-163.128961,1.8914284050E+02,1.1238901200E+01,VFID4962,NGC4568,HPESL070A_J123633.6+111351,blue,189.140368,11.230905,0.000015,0.000014,3485.004,0.897,null,2782.260,19.158,11.967,0.624637,f,1342201174
4974,4.872164,126.943771,1.9024401150E+02,1.1184466300E+01,VFID4973,IC3652,HPESL100A_J124058.8+111101,green,190.245114,11.183653,0.000422,0.000416,13.849,3.820,2.668,63.592,29.443,null,0.000000,f,1342199776
5009,35.861487,-155.064631,1.8668335650E+02,1.0904725400E+01,VFID5008,PGC040732,HPESL100A_J122642.9+105344,green,186.679080,10.895692,0.000374,0.000367,49.756,2.283,null,119.564,31.555,null,0.000000,f,1342187265
5013,6.366689,48.114046,1.8319289550E+02,1.0865710100E+01,VFID5012,NGC4178,HPESL100A_J121246.6+105201,green,183.194236,10.866891,0.000025,0.000024,1633.917,16.418,5.732,215.537,19.040,7.254,0.380972,f,1342257715
5013,8.783425,-159.592438,1.8319289550E+02,1.0865710100E+01,VFID5012,NGC4178,HPESL160A_J121246.0+105148,red,183.192029,10.863423,0.000052,0.000051,1850.428,18.418,5.035,197.307,26.112,12.196,0.467059,f,1342257715
5013,22.516723,33.310949,1.8319289550E+02,1.0865710100E+01,VFID5012,NGC4178,HPESL100A_J121247.1+105215,green,183.196393,10.870937,0.000042,0.000041,1184.738,9.224,4.289,295.544,19.145,7.451,0.389180,f,1342257715
5031,3.187411,-0.362490,1.6748300250E+02,1.0720837300E+01,VFID5030,NGC3547,HPESL100A_J110955.9+104318,green,167.482997,10.721723,0.000033,0.000033,2662.712,42.358,null,152.111,18.875,10.612,0.562233,f,1342255553
5031,5.600683,11.527182,1.6748300250E+02,1.0720837300E+01,VFID5030,NGC3547,HPESL160A_J110956.0+104321,red,167.483319,10.722362,0.000084,0.000083,2686.977,23.959,12.655,215.701,38.275,18.641,0.487036,f,1342255553
5066,15.860994,133.492672,1.8646110300E+02,1.0459049000E+01,VFID5065,NGC4390,HPESL100A_J122551.4+102722,green,186.464353,10.456017,0.000203,0.000200,529.183,13.432,8.791,137.312,33.676,23.608,0.701043,f,1342199776
5066,17.446197,125.397060,1.8646110300E+02,1.0459049000E+01,VFID5065,NGC4390,HPESL100A_J122551.6+102722,green,186.465120,10.456242,0.000227,0.000222,418.886,11.526,7.416,123.373,28.365,22.342,0.787669,f,1342198186
5066,18.780252,-96.780829,1.8646110300E+02,1.0459049000E+01,VFID5065,NGC4390,HPESL100A_J122549.4+102730,green,186.455835,10.458433,0.000316,0.000311,561.880,14.698,9.134,122.641,27.678,null,0.000000,f,1342199776
5076,0.587720,146.624338,1.8204001800E+02,1.0378904500E+01,VFID5075,NGC4119,HPESL100A_J120809.6+102244,green,182.040109,10.378768,0.000021,0.000021,1346.629,72.758,30.522,69.769,14.292,7.345,0.513953,f,1342257579
5126,0.556060,132.545080,1.8634228500E+02,1.0016803400E+01,VFID5125,NGC4380,HPESL160A_J122522.1+100100,red,186.342401,10.016699,0.000126,0.000124,1291.841,18.575,6.671,100.706,27.424,18.456,0.672976,f,1342199776
5126,0.611108,103.342974,1.8634228500E+02,1.0016803400E+01,VFID5125,NGC4380,HPESL100A_J122522.1+100100,green,186.342453,10.016764,0.000169,0.000166,836.225,45.080,14.735,65.946,25.203,16.352,0.648784,f,1342199776
5126,0.980829,29.491928,1.8634228500E+02,1.0016803400E+01,VFID5125,NGC4380,HPESL100A_J122522.1+100101,green,186.342421,10.017041,0.000137,0.000135,846.194,58.106,12.068,51.019,23.569,16.145,0.685029,f,1342198186
5126,1.822244,74.269643,1.8634228500E+02,1.0016803400E+01,VFID5125,NGC4380,HPESL160A_J122522.2+100101,red,186.342780,10.016941,0.000126,0.000123,1307.842,29.834,6.725,68.007,27.821,18.551,0.666779,f,1342198186
5126,2.233487,73.687915,1.8634228500E+02,1.0016803400E+01,VFID5125,NGC4380,HPESL160A_J122522.2+100101,red,186.342890,10.016978,0.000298,0.000293,1347.894,13.859,6.817,131.101,27.733,17.827,0.642805,f,1342187265
5155,0.747547,-105.414915,2.1818277150E+02,9.8914264000E+00,VFID5154,NGC5669,HPESL100A_J143243.8+095329,green,218.182568,9.891371,0.000056,0.000056,1106.161,17.086,null,158.740,14.280,6.952,0.486821,f,1342259529
5155,31.722859,-142.428763,2.1818277150E+02,9.8914264000E+00,VFID5154,NGC5669,HPESL100A_J143242.5+095304,green,218.177318,9.884442,0.000079,0.000078,283.615,5.969,4.123,180.865,14.366,8.420,0.586109,f,1342259529
5155,33.504892,-138.703784,2.1818277150E+02,9.8914264000E+00,VFID5154,NGC5669,HPESL160A_J143242.3+095304,red,218.176537,9.884434,0.000201,0.000198,428.506,4.848,2.467,165.991,58.609,15.268,0.260513,f,1342259529
5177,22.943868,9.531026,1.9346181900E+02,9.7100253000E+00,VFID5176,NGC4779,HPESL100A_J125351.0+094259,green,193.462890,9.716311,0.000119,0.000118,610.942,4.976,null,242.139,18.077,11.653,0.644643,f,1342259154
5194,24.331369,-129.004781,1.8891033450E+02,9.5894302000E+00,VFID5193,PGC041962,HPESL100A_J123537.2+093507,green,188.905008,9.585176,0.000456,0.000450,35.989,4.678,2.606,41.566,25.227,null,0.000000,f,1342198186
5195,1.166459,-51.980981,1.8387701850E+02,9.5849306000E+00,VFID5194,NGC4207,HPESL100A_J121530.4+093506,green,183.876760,9.585130,0.000011,0.000010,5072.626,71.297,16.819,213.967,19.719,7.125,0.361331,f,1342258066
5195,2.015305,-55.015785,1.8387701850E+02,9.5849306000E+00,VFID5194,NGC4207,HPESL160A_J121530.3+093507,red,183.876553,9.585252,0.000028,0.000028,5438.302,40.030,30.216,314.071,34.188,10.887,0.318440,f,1342258066
5207,32.410119,-37.009807,1.8454614450E+02,9.4996950000E+00,VFID5206,IC3118,HPESL100A_J121809.7+093025,green,184.540650,9.506884,0.000488,0.000480,54.424,6.427,2.947,45.435,21.455,10.871,0.506710,f,1342198186
5210,35.231657,-109.161002,1.8622122300E+02,9.4935034000E+00,VFID5209,PGC040435,HPESL100A_J122450.8+092925,green,186.211850,9.490291,0.000494,0.000487,27.620,3.148,2.069,32.693,46.478,null,0.000000,f,1342198186
5220,1.175562,-70.542634,1.8706643250E+02,9.4363040000E+00,VFID5219,NGC4445,HPESL160A_J122815.8+092611,red,187.066120,9.436413,0.000118,0.000117,1329.195,20.456,14.593,92.901,50.376,13.632,0.270607,f,1342198186
5221,1.895140,116.367018,1.8722895000E+02,9.4211198000E+00,VFID5220,PGC041090,HPESL100A_J122855.0+092515,green,187.229428,9.420886,0.000462,0.000455,106.848,9.220,5.865,40.213,30.482,null,0.000000,f,1342198186
5223,2.602665,-68.989638,1.8679870050E+02,9.4204423000E+00,VFID5222,NGC4424,HPESL160A_J122711.5+092515,red,186.798016,9.420702,0.000019,0.000019,3984.538,62.277,38.912,142.620,24.286,11.388,0.468908,f,1342225510
5223,3.911246,114.062045,1.8679870050E+02,9.4204423000E+00,VFID5222,NGC4424,HPESL070A_J122711.9+092512,blue,186.799706,9.419999,0.000001,0.000001,3170.813,61.449,18.831,151.771,16.593,7.131,0.429770,t,1342246951
5223,4.802016,-57.528529,1.8679870050E+02,9.4204423000E+00,VFID5222,NGC4424,HPESL100A_J122711.4+092516,green,186.797560,9.421158,0.000027,0.000027,4355.652,205.666,54.163,84.242,22.181,11.771,0.530656,f,1342199776
5223,5.059823,-70.720644,1.8679870050E+02,9.4204423000E+00,VFID5222,NGC4424,HPESL160A_J122711.3+092515,red,186.797356,9.420906,0.000002,0.000002,3933.829,63.236,38.018,137.631,24.915,11.831,0.474868,t,1342246951
5223,6.554857,-59.824971,1.8679870050E+02,9.4204423000E+00,VFID5222,NGC4424,HPESL100A_J122711.3+092517,green,186.797105,9.421358,0.000025,0.000025,4429.034,214.880,70.543,79.271,22.680,12.741,0.561758,f,1342198186
5223,6.657649,109.618752,1.8679870050E+02,9.4204423000E+00,VFID5222,NGC4424,HPESL070A_J122712.1+092511,blue,186.800466,9.419821,0.000010,0.000010,3164.959,55.507,19.280,163.360,11.758,null,0.000000,f,1342225510
5224,1.011540,-9.432988,1.7210009250E+02,9.4076564000E+00,VFID5223,NGC3692,HPESL100A_J112824.0+092429,green,172.100046,9.407934,0.000054,0.000054,1525.665,14.877,null,235.959,24.677,9.482,0.384245,f,1342255683
5224,1.785446,51.237949,1.7210009250E+02,9.4076564000E+00,VFID5223,NGC3692,HPESL160A_J112824.1+092429,red,172.100484,9.407967,0.000100,0.000099,2418.762,19.602,10.286,213.693,32.892,null,0.000000,f,1342255683
5224,18.627763,-83.655461,1.7210009250E+02,9.4076564000E+00,VFID5223,NGC3692,HPESL100A_J112822.7+092430,green,172.094880,9.408228,0.000039,0.000039,1240.188,12.993,9.337,272.876,16.229,8.176,0.503794,f,1342255683
