cntr_01,dist_x,pang_x,ra_01,dec_01,vfid_01,name,nameH,band,ra,dec,raerr,decerr,flux,snr,stn,strn,fwhmxfit,fwhmyfit,flag_elong,edgeflag,obsid,vr,70micronsflag,100micronsflag
6061,2.345462,103.846488,184.29,3.68,VFID6060,NGC4234,HPESL070A_J121709.2+034058,blue,184.288606,3.682747,6.30E-05,6.30E-05,1341.478,19.859,null,129.086,11.584,null,0,f,1342225530,2017,TRUE,FALSE
6092,1.494252,-41.797027,215.3,3.44,VFID6091,NGC5577,HPESL160A_J142113.0+032610,red,215.304294,3.436153,0.000168,0.000168,1200.614,15.072,8.754,128.811,45.033,19.237,0.427189,f,1342259543,1489.1,FALSE,TRUE
6094,1.808842,-77.787623,186.49,3.43,VFID6093,UGC07522,HPESL100A_J122558.3+032547,green,186.493118,3.429774,5.40E-05,5.40E-05,725.892,11.197,6.95,175.669,27.583,6.979,0.253003,f,1342258488,1421.7,FALSE,TRUE
6099,3.190207,26.265956,219.58,3.41,VFID6098,NGC5692,HPESL100A_J143818.2+032440,green,219.575871,3.411103,2.60E-05,2.60E-05,2486.491,101.138,null,74.455,14.89,null,0,f,1342259535,1600.7,FALSE,TRUE
6180,1.483162,23.870112,193.81,2.9,VFID6179,NGC4799,HPESL160A_J125515.5+025349,red,193.814888,2.896994,4.60E-05,4.60E-05,2987.675,64.489,24.563,95.967,28.523,11.833,0.414872,f,1342259318,2782.7,FALSE,TRUE
6183,37.268641,-74.003158,182.05,2.88,VFID6182,NGC4123,HPESL100A_J120808.7+025252,green,182.036372,2.881155,8.70E-05,8.70E-05,665.195,1.866,null,910.052,21.818,null,0,f,1342258070,1327.1,FALSE,TRUE
6186,5.22277,-6.863213,192.46,2.85,VFID6185,UGC07982,HPESL100A_J124950.2+025112,green,192.45915,2.853302,0.000121,0.000121,461.85,11.714,null,101.404,15.385,null,0,f,1342259138,1156.4,FALSE,TRUE
6205,5.223281,135.776954,181.9,2.69,VFID6204,NGC4116,HPESL160A_J120737.1+024128,red,181.904639,2.691003,0.000124,0.000124,1014.564,12.817,4.492,143.509,49.861,11.994,0.240554,f,1342258072,1309.2,FALSE,TRUE
6248,1.025368,63.27491,186.74,2.49,VFID6247,NGC4409,HPESL160A_J122658.5+022940,red,186.743949,2.494527,8.20E-05,8.20E-05,3625.71,17.994,9.548,398.729,52.147,20.379,0.390792,f,1342258482,1647.5,FALSE,TRUE
6307,11.530922,-154.25455,201.58,2.1,VFID6306,NGC5147,HPESL100A_J132619.4+020552,green,201.581181,2.097668,0.000105,0.000105,1013.789,8.265,null,295.002,18.978,null,0,f,1342261455,1089.6,FALSE,TRUE
6381,2.786456,100.234684,215.86,1.73,VFID6380,UGC09215,HPESL100A_J142327.3+014334,green,215.86385,1.726125,2.70E-05,2.70E-05,1111.313,32.434,16.754,118.994,14.041,7.982,0.568487,f,1342259164,1396.2,FALSE,TRUE
6457,4.079263,144.868504,192.66,1.46,VFID6456,UGC07991,HPESL100A_J125039.1+012748,green,192.663072,1.463445,0.000146,0.000146,232.297,8.496,6.488,79.029,20.254,8.329,0.411218,f,1342259132,1269.6,FALSE,TRUE
6481,16.285539,136.767304,193.34,1.27,VFID6480,NGC4771,HPESL100A_J125321.9+011557,green,193.341543,1.26582,8.70E-05,8.70E-05,1025.238,10.307,null,241.564,13.907,null,0,f,1342259130,1129.3,FALSE,TRUE
6620,4.662872,30.124224,188.19,0.11,VFID6619,NGC4437,HPESL160A_J123245.6+000656,red,188.190133,0.115651,2.00E-05,2.00E-05,4739.185,25.582,6.78,387.639,34.362,17.649,0.513605,f,1342258820,1127.4,FALSE,TRUE
6644,1.348455,38.216769,195.24,-0.03,VFID6643,NGC4904,HPESL160A_J130058.7-000138,red,195.244574,-0.027279,4.30E-05,4.30E-05,2709.735,26.762,10.287,216.085,27.032,12.622,0.466942,f,1342259310,1187.3,FALSE,TRUE
6646,15.643938,137.958881,166.45,-0.03,VFID6645,NGC3521,HPESL100A_J110549.4-000217,green,166.456032,-0.037987,3.80E-05,3.80E-05,2267.968,3.929,null,1504.454,21.137,null,0,f,1342210461,801.6,TRUE,TRUE
6674,15.928723,85.420375,220.05,-0.29,VFID6673,NGC5713,HPESL070A_J144012.5-001719,blue,220.052363,-0.288651,2.60E-05,2.60E-05,8769.938,3.053,null,1701.552,17.22,null,0,f,1342213810,1948.5,TRUE,TRUE
6701,1.062456,80.178136,191.29,-0.46,VFID6700,NGC4666,HPESL100A_J124508.7-002743,green,191.286268,-0.461828,9.00E-06,9.00E-06,32690.87,19.333,null,3911.463,23.092,9.984,0.432368,f,1342259128,1518.1,FALSE,TRUE
6709,10.383177,-101.100913,189.83,-0.53,VFID6708,NGC4592,HPESL100A_J123918.0-003157,green,189.825218,-0.532447,0.000126,0.000126,1115.346,11.92,null,202.118,14.683,null,0,f,1342258567,1067.1,FALSE,TRUE
6711,11.975624,170.847226,191.38,-0.54,VFID6710,NGC4668,HPESL100A_J124532.1-003220,green,191.383732,-0.53879,0.000205,0.000205,601.498,10.931,null,112.918,20.893,null,0,f,1342259126,1622.8,FALSE,TRUE
6760,0.743623,-11.67991,180.1,-1.1,VFID6759,NGC4030,HPESL160A_J120023.6-010600,red,180.098315,-1.09987,2.80E-05,2.80E-05,18498.327,32.912,11.213,1348.129,28.601,22.028,0.770177,f,1342258076,1461.8,FALSE,TRUE
6762,22.403494,123.986524,208.23,-1.11,VFID6761,NGC5334,HPESL160A_J135255.7-010705,red,208.232068,-1.118096,0.000617,0.000617,270.105,5.91,1.574,77.873,40.506,null,0,f,1342259296,1378.8,FALSE,TRUE
6769,1.527232,65.485916,193.09,-1.2,VFID6768,NGC4753,HPESL100A_J125222.0-011158,green,193.091972,-1.199403,9.00E-06,9.00E-06,5899.165,93.189,15.666,211.394,16.996,7.023,0.413203,f,1342259124,1242.8,FALSE,TRUE
